"Time","gpt2-00002-deployment-84f9f9d877-tn7vb",2
2025-02-02 18:56:58,0.00935
2025-02-02 18:57:00,0.00943
2025-02-02 18:57:02,0.00949
2025-02-02 18:57:04,0.00954
2025-02-02 18:57:06,0.00958
2025-02-02 18:57:08,0.0108
2025-02-02 18:57:10,0.0108
2025-02-02 18:57:12,0.0109
2025-02-02 18:57:14,0.0109
2025-02-02 18:57:16,0.0109
2025-02-02 18:57:18,0.0120
2025-02-02 18:57:20,0.0120
2025-02-02 18:57:22,0.0121
2025-02-02 18:57:24,0.0121
2025-02-02 18:57:26,0.0121
2025-02-02 18:57:28,0.0130
2025-02-02 18:57:30,0.0130
2025-02-02 18:57:32,0.0130
2025-02-02 18:57:34,0.0131
2025-02-02 18:57:36,0.0131
2025-02-02 18:57:38,0.0138
2025-02-02 18:57:40,0.0138
2025-02-02 18:57:42,0.0138
2025-02-02 18:57:44,0.0142
2025-02-02 18:57:46,0.0146
2025-02-02 18:57:48,0.0156
2025-02-02 18:57:50,0.0162
2025-02-02 18:57:52,0.0163
2025-02-02 18:57:54,0.0163
2025-02-02 18:57:56,0.0163
2025-02-02 18:57:58,0.0178
2025-02-02 18:58:00,0.0178
2025-02-02 18:58:02,0.0178
2025-02-02 18:58:04,0.0178
2025-02-02 18:58:06,0.0178
2025-02-02 18:58:08,0.0191
2025-02-02 18:58:10,0.0191
2025-02-02 18:58:12,0.0191
2025-02-02 18:58:14,0.0191
2025-02-02 18:58:16,0.0191
2025-02-02 18:58:18,0.0201
2025-02-02 18:58:20,0.0201
2025-02-02 18:58:22,0.0201
2025-02-02 18:58:24,0.0201
2025-02-02 18:58:26,0.0201
2025-02-02 18:58:28,0.0206
2025-02-02 18:58:30,0.0206
2025-02-02 18:58:32,0.0206
2025-02-02 18:58:34,0.0206
2025-02-02 18:58:36,0.0206
2025-02-02 18:58:38,0.0210
2025-02-02 18:58:40,0.0210
2025-02-02 18:58:42,0.0210
2025-02-02 18:58:44,0.0210
2025-02-02 18:58:46,0.0210
2025-02-02 18:58:48,0.0213
2025-02-02 18:58:50,0.0213
2025-02-02 18:58:52,0.0213
2025-02-02 18:58:54,0.0213
2025-02-02 18:58:56,0.0213
2025-02-02 18:58:58,0.0215
2025-02-02 18:59:00,0.0215
2025-02-02 18:59:02,0.0215
2025-02-02 18:59:04,0.0215
2025-02-02 18:59:06,0.0215
